File Name	nsd_id	cocoId	id	caption
shared0984_nsd71233.png	71232	511127	176683	Several groups of people at a snow covered ski slope.
shared0984_nsd71233.png	71232	511127	183274	People wearing skis on a snow covered hill. 
shared0364_nsd27581.png	27580	275335	555659	A bathroom with a walk in shower next to a sink under a mirror.
shared0364_nsd27581.png	27580	275335	570467	a bath room with a shower a sink and a mirror
shared0364_nsd27581.png	27580	275335	571091	A corner of a rest room with a very narrow shower.
shared0364_nsd27581.png	27580	275335	574844	A small tiled bathroom with shower and sink.
shared0364_nsd27581.png	27580	275335	578414	A bathroom that has an adjustable shower head.
shared0719_nsd52528.png	52527	438751	633844	A dog is looking out of the open window of the truck.
shared0719_nsd52528.png	52527	438751	638116	the dog is looking out of the window of the truck 
shared0719_nsd52528.png	52527	438751	639481	A dog hanging out the side of a car door window.
shared0719_nsd52528.png	52527	438751	639955	This is a picture of a dog enjoying his car ride.
shared0719_nsd52528.png	52527	438751	640384	A dog sitting in a truck with his head out of the window.
shared0661_nsd48380.png	48379	160142	705915	a living room with a tv and book case inside
shared0661_nsd48380.png	48379	160142	706116	a wood table and a television in a living room
shared0661_nsd48380.png	48379	160142	706161	A wooden floor that has a coffee table with a book and candles and a brown sofa.
shared0661_nsd48380.png	48379	160142	708597	A room that has a coffee table and flat screen television. 
shared0661_nsd48380.png	48379	160142	708759	A very nice looking living room with a big TV.
shared0152_nsd12496.png	12495	553166	755741	Surfer riding atop a Avery large wave about to jump.
shared0152_nsd12496.png	12495	553166	756608	a man on a surf board riding on a wave 
shared0152_nsd12496.png	12495	553166	756791	A person using a surfboard in the water.
shared0152_nsd12496.png	12495	553166	758943	A man with a wet suit on riding on a surfboard.
shared0152_nsd12496.png	12495	553166	759771	person in wet suit riding a wave in ocean
shared0865_nsd62684.png	62683	35972	541104	A red water hydrant on a pavement next to some buildings
shared0865_nsd62684.png	62683	35972	541923	A fire hydrant on a city side walk. 
shared0865_nsd62684.png	62683	35972	542115	An old fashioned fire hydrant on the city streets.
shared0865_nsd62684.png	62683	35972	544380	there is a old fire hydrant painted red and black
shared0865_nsd62684.png	62683	35972	548220	A red fire hydrant sitting on the side of a road.
shared0572_nsd42947.png	42946	138785	480443	A wooden table sitting in front of a couch on the floor.
shared0572_nsd42947.png	42946	138785	483641	A living room tastefully decorated with flowers on the coffee table 
shared0572_nsd42947.png	42946	138785	485111	This is a sofa and chair in a living room.
shared0572_nsd42947.png	42946	138785	485723	A vase of spider mums sit on the coffee table.
shared0572_nsd42947.png	42946	138785	486239	A den with a chair, owl pillow, couch and table.
shared0451_nsd33753.png	33752	365003	470672	The living area is open and brightly lit by the tall window.
shared0451_nsd33753.png	33752	365003	471062	A shot of a bedroom with a smaller TV and bed. 
shared0451_nsd33753.png	33752	365003	472565	This is a living room with a black, white, and maroon colored tile floor. 
shared0451_nsd33753.png	33752	365003	473333	A empty kitchen that has table with two chairs.
shared0451_nsd33753.png	33752	365003	474827	In one half of the room their is a table and chairs, and in the other half there is a bed, a night stand, and a television on a cart. 
shared0624_nsd45983.png	45982	412857	434247	A lone giraffe is standing close to the camera man.
shared0624_nsd45983.png	45982	412857	438828	A giraffe is standing away from the other ones. 
shared0624_nsd45983.png	45982	412857	444360	Giraffes are all in the habitat together but not standing together.
shared0624_nsd45983.png	45982	412857	444984	Several giraffes at the zoo walking about near a watering hole.
shared0624_nsd45983.png	45982	412857	445761	Giraffes standing and walking in an enclosure with rocks, sand and water.
shared0606_nsd44706.png	44705	407778	411405	A train traveling down train tracks near a station.
shared0606_nsd44706.png	44705	407778	416448	a passenger train stopped at a platform  while people stand around 
shared0606_nsd44706.png	44705	407778	417495	A couple of people waiting near an electric train.
shared0606_nsd44706.png	44705	407778	418440	A light rail train entering the station on a sunny day.
shared0606_nsd44706.png	44705	407778	420060	Orange and white train stopping to pick up passengers.
shared0293_nsd23242.png	23241	62547	383043	A man holding a cat sitting in front of a laptop computer.
shared0293_nsd23242.png	23241	62547	383778	A couple of guys hanging out with a cat and browsing the internet.
shared0293_nsd23242.png	23241	62547	384657	A man with a blanket and a cat is using a computer.
shared0293_nsd23242.png	23241	62547	385725	A man laying with a cat while working on a laptop.
shared0293_nsd23242.png	23241	62547	392196	Two men with eye glasses looking at something.
shared0081_nsd07841.png	7840	539340	802352	 A tan curly haired teddy bear with a big purple bow tie.
shared0081_nsd07841.png	7840	539340	803057	A stuffed bear that has  purple ribbon.
shared0081_nsd07841.png	7840	539340	804149	a picture of a teddy bear that wears a purple bow 
shared0081_nsd07841.png	7840	539340	806900	A brown teddy bear with a pink bow on it on a white blanket.
shared0081_nsd07841.png	7840	539340	807014	A brown bear sitting on top of a white chair.
shared0954_nsd69241.png	69240	40187	574196	a white breakfast bar in a large home kitchen
shared0954_nsd69241.png	69240	40187	577172	A ELEGANT ALL WHITE KITCHEN WITH WOO FLOORING AND CHANDELIER 
shared0954_nsd69241.png	69240	40187	580196	A kitchen island that has a light above it.
shared0954_nsd69241.png	69240	40187	581489	Modern professional cook's kitchen features ample shelf space and two range tops and ovens.
shared0954_nsd69241.png	69240	40187	582503	This kitchen is very large with a lot of cupboard and cabinet space. 
shared0155_nsd12797.png	12796	29730	199178	A woman riding skis down a snow covered slope.
shared0155_nsd12797.png	12796	29730	208769	A woman down hill skiing on a sunny day
shared0155_nsd12797.png	12796	29730	211913	A female skier traveling downhill on groomed snow.
shared0155_nsd12797.png	12796	29730	214550	A woman is skiing downhill on mountain in the snow.
shared0155_nsd12797.png	12796	29730	217193	A woman is skiing down a steep ski slope.
shared0373_nsd28287.png	28286	81841	307312	A dining room bathed in red light with a floral arrangement.
shared0373_nsd28287.png	28286	81841	308152	A dining room decorated with flower vase,lamp shades, mirror.
shared0373_nsd28287.png	28286	81841	311128	A dining room done in dark colors with blinds on the window
shared0373_nsd28287.png	28286	81841	317608	A dining room table and other dining room decor.
shared0373_nsd28287.png	28286	81841	319327	A table and chairs are in a room in front of a window.
shared0601_nsd44185.png	44184	143594	53307	A boat named Dirty Dog has two seagulls sitting on it.
shared0601_nsd44185.png	44184	143594	54198	Two birds perched on a ship called dirty dog.
shared0601_nsd44185.png	44184	143594	56136	Two pelicans perched on top of a boat that is sailing in the water
shared0601_nsd44185.png	44184	143594	57408	Seagulls resting on an old boat during a calm day
shared0601_nsd44185.png	44184	143594	58044	A boat floating in the water with two birds perched on top. 
shared0105_nsd09028.png	9027	280764	515782	A boy standing in a skateboard park while holding a skateboard.
shared0105_nsd09028.png	9027	280764	516091	A young boy contemplating skating on the pipe.
shared0105_nsd09028.png	9027	280764	516235	A little boy wearing a helmet stands in a concrete skateboard park with his board.
shared0105_nsd09028.png	9027	280764	517138	Child in gray jeans and peach shirt with a skate board.
shared0105_nsd09028.png	9027	280764	519076	A young boy standing with a black skateboard.
shared0677_nsd49235.png	49234	425712	502719	A laptop is on with a book an note pad sitting next to it.
shared0677_nsd49235.png	49234	425712	504156	A desk with a laptop and a book and notebook sitting on it. 
shared0677_nsd49235.png	49234	425712	504327	a desk with a laptop a mouse and a book
shared0677_nsd49235.png	49234	425712	506478	A lap top with a mouse sitting on a desk next to an open book and notebook.
shared0677_nsd49235.png	49234	425712	507489	The laptop is next to an open magazine.
shared0203_nsd16842.png	16841	566261	722073	A group of men riding on the back of motorcycles.
shared0203_nsd16842.png	16841	566261	733356	A group of motorcyclists are waiting at an intersection.
shared0203_nsd16842.png	16841	566261	739221	Motorcycles are on the street in two lines.
shared0203_nsd16842.png	16841	566261	739815	A lot of motorcycles are stopped at the street.
shared0203_nsd16842.png	16841	566261	740388	Several people on large motorcycles are riding down the street.
shared0646_nsd47071.png	47070	417141	344670	The two uncooked pizzas each have different toppings.
shared0646_nsd47071.png	47070	417141	346359	Two different types of pizza ready to be put in the oven.
shared0646_nsd47071.png	47070	417141	349491	Two uncooked pizzas are sitting on a tabletop
shared0646_nsd47071.png	47070	417141	353244	The two kinds of pizza sit on the table.
shared0646_nsd47071.png	47070	417141	359205	Two uncooked pizzas sit on a wooden table. 
shared0189_nsd15794.png	15793	300881	288844	A Woman feeding food with her hands to a Giraffe.
shared0189_nsd15794.png	15793	300881	289702	A girl feeding a giraffe some green leaves.
shared0189_nsd15794.png	15793	300881	290566	A woman standing next to a giraffe feeding it leaves.
shared0189_nsd15794.png	15793	300881	290647	A lady with glasses feeds a giraffe with some leaves
shared0189_nsd15794.png	15793	300881	292432	A giraffe eating greens from a lady while another giraffe stands back.
shared0837_nsd60846.png	60845	208805	98258	A living room with a couch and a coffee table.
shared0837_nsd60846.png	60845	208805	99593	Couch and tables topped with lamps in a living room.
shared0837_nsd60846.png	60845	208805	100547	LIVING ROOM WITH COUCH, TABLE, END TABLE, LAMP, PHONE, AND MIRROR
shared0837_nsd60846.png	60845	208805	101630	There is a well lit living room with an old phone
shared0837_nsd60846.png	60845	208805	103175	"There is a beige living room with brown end tables
"
shared0769_nsd55970.png	55969	189893	336481	this bathroom has a large jacuzzi tub and a large mirror 
shared0769_nsd55970.png	55969	189893	340045	Beautiful modern spotless bathroom with a jacuzzi tub.
shared0769_nsd55970.png	55969	189893	342079	The bathroom tub and  the sink is a pearly white.
shared0769_nsd55970.png	55969	189893	342598	A bathroom with a tub, sink, and blue and white tiled floors. 
shared0769_nsd55970.png	55969	189893	345382	A large bathroom with blue and white tiles on the floor with a large bathtub.
shared0941_nsd68340.png	68339	237697	456377	Bed is made with the comforter and sheets pulled back.  
shared0941_nsd68340.png	68339	237697	456854	A bed is only half way made with cow designed sheets. 
shared0941_nsd68340.png	68339	237697	459725	A bed with yellow linens that have sheep on them
shared0941_nsd68340.png	68339	237697	463940	A bed with yellow sheets with sheep with turned down covers.
shared0941_nsd68340.png	68339	237697	824067	The bed has yellow sheets with sheep on them
shared0326_nsd25372.png	25371	332875	225070	A crowd of people standing around a wooden bar.
shared0326_nsd25372.png	25371	332875	243790	A group of people at a wine tasting with a variety of wines.
shared0326_nsd25372.png	25371	332875	250177	A group of people are at a wine tasting.
shared0326_nsd25372.png	25371	332875	251080	People standing at a bar, eating appetizers and drinking wine.
shared0326_nsd25372.png	25371	332875	252748	A group of people looking at a menu at a table.
shared0923_nsd66837.png	66836	231851	145705	There is a seagull standing on a brick pole next to the ocean and a light house
shared0923_nsd66837.png	66836	231851	150562	A lone seagull sits on a post with a light house in the background. 
shared0923_nsd66837.png	66836	231851	151711	Seagull sitting on a post near a lighthouse on the water.
shared0923_nsd66837.png	66836	231851	152203	A bird that is sitting by some water.
shared0923_nsd66837.png	66836	231851	152629	A seagull is standing on a post with a view of a lighthouse.
shared0969_nsd70233.png	70232	434069	399115	People standing on a sidewalk in front of a crosswalk.
shared0969_nsd70233.png	70232	434069	517483	Group of people standing on the side of a busy city street. 
shared0969_nsd70233.png	70232	434069	519358	A group of people are getting ready to cross in a crosswalk
shared0969_nsd70233.png	70232	434069	521833	A beautiful woman holding a brown purse standing in front of a cross walk.
shared0969_nsd70233.png	70232	434069	530119	Several people who are waiting to cross a street.
shared0355_nsd26910.png	26909	338670	345428	The produce department of a market with fruits of all kinds in it.
shared0355_nsd26910.png	26909	338670	349388	a local store with a ton of fruit there
shared0355_nsd26910.png	26909	338670	351383	An inside produce market with items displayed on shelves
shared0355_nsd26910.png	26909	338670	352388	A bunch of bananas in a large market.
shared0355_nsd26910.png	26909	338670	352802	A fruit market with cantaloupe, banana's and other various fruit.
shared0390_nsd29011.png	29010	346754	717329	a white counter in a wood cabinet kitchen
shared0390_nsd29011.png	29010	346754	718820	a room with a dinning table well cleaned
shared0390_nsd29011.png	29010	346754	720935	A kitchen with a large white counter top.
shared0390_nsd29011.png	29010	346754	723272	A very big and nice looking kitchen with a big counter.
shared0390_nsd29011.png	29010	346754	723764	A kitchen with a toaster, stove, kettle, drawers, cabinets and a counter with chairs in it. 
shared0324_nsd25319.png	25318	332692	609338	Brown bear walking around in river looking for fish
shared0324_nsd25319.png	25318	332692	613394	Bear walking through water with stones and rocks.
shared0324_nsd25319.png	25318	332692	614171	A small bear in a stream trying to catch some fish.
shared0324_nsd25319.png	25318	332692	614702	A brown bear is walking through a shallow, rocky, stream.
shared0324_nsd25319.png	25318	332692	616316	A young grizzly bear is walking in a creek. 
shared0181_nsd14899.png	14898	35927	105537	A white and black bird standing in the surf 
shared0181_nsd14899.png	14898	35927	118734	A bird walking in the water on the beach.
shared0181_nsd14899.png	14898	35927	126138	Black and white bird walking along the low tide surf. 
shared0181_nsd14899.png	14898	35927	127863	A sea bird is walking on the shore water.
shared0181_nsd14899.png	14898	35927	131643	Bird with orange beak walking on edge of water.
shared0937_nsd68024.png	68023	498615	634695	The truck is on the road and birds are flying in the background. 
shared0937_nsd68024.png	68023	498615	635184	A truck going down the road while a flock of birds flies overhead.
shared0937_nsd68024.png	68023	498615	641019	A truck is approaching on a road as seagulls are flying past.
shared0937_nsd68024.png	68023	498615	641793	A semi truck is driving down a hill.
shared0937_nsd68024.png	68023	498615	643248	A large white truck with a number of birds overhead.
shared0234_nsd19437.png	19436	312003	653786	A man standing in front of a parking meter about to put money in it.
shared0234_nsd19437.png	19436	312003	654143	An obese man puts change into a parking meter.
shared0234_nsd19437.png	19436	312003	654239	A man is putting change in to the parking meter
shared0234_nsd19437.png	19436	312003	655652	This man is putting coins in a meter
shared0234_nsd19437.png	19436	312003	657464	Man standing in front of a parking meter holding a folder.
shared0864_nsd62562.png	62561	385417	657406	A room with two laptops on a desk.
shared0864_nsd62562.png	62561	385417	658879	An overhead view of a desk setup with multiple laptops, monitors, and a printer.
shared0864_nsd62562.png	62561	385417	659677	The computer desk has two laptops, two monitors, and a leather chair.
shared0864_nsd62562.png	62561	385417	662314	A rectangle desk with several computers on it.
shared0864_nsd62562.png	62561	385417	666343	A home office with a desk, several computers and other office equipment.
shared0734_nsd53490.png	53489	442489	97278	A bowl of soup is garnished with bacon.
shared0734_nsd53490.png	53489	442489	99900	A BOWL OF SOUP THAT IS SITTING ON THE TABLE 
shared0734_nsd53490.png	53489	442489	100401	A spoon rests in a bowl of soup.
shared0734_nsd53490.png	53489	442489	111966	A black bowl of soup on a green tray
shared0734_nsd53490.png	53489	442489	117483	A blue bowl filled with soup and a metal spoon.
shared0460_nsd34419.png	34418	367552	601966	The children are learning how to properly ski.
shared0460_nsd34419.png	34418	367552	602731	Two small children are standing on skis in the snow.
shared0460_nsd34419.png	34418	367552	606916	Two kids shows off their ski equipment. 
shared0460_nsd34419.png	34418	367552	608200	A couple of boys riding skis in the snow.
shared0460_nsd34419.png	34418	367552	608578	two children riding skis on a snowy surface
shared0148_nsd12076.png	12075	27665	286728	A giraffe is walking on the green field of grass.
shared0148_nsd12076.png	12075	27665	404070	Two giraffes eating on trees while on giraffe is walking. 
shared0148_nsd12076.png	12075	27665	413040	Small giraffes in an enclosure with grass and rocks. 
shared0148_nsd12076.png	12075	27665	414147	Couple of giraffes walking around in their habitat at the zoo
shared0148_nsd12076.png	12075	27665	415485	Giraffes in a grassy area at an animal reserve.
shared0756_nsd55006.png	55005	448401	703273	An electric train traveling down the tracks near a canal.
shared0756_nsd55006.png	55005	448401	704503	A red and black train is traveling down the train tracks near a body of water.
shared0756_nsd55006.png	55005	448401	708136	A red train that is coming down the tracks.
shared0756_nsd55006.png	55005	448401	708481	A red train is riding next to a lake in the afternoon.
shared0756_nsd55006.png	55005	448401	712987	A train travels on the track next to a river.
shared0951_nsd69031.png	69030	214821	478809	a baseball player swinging a bat on top of a green field.
shared0951_nsd69031.png	69030	214821	479235	A professional baseball player up to bat seen through mesh
shared0951_nsd69031.png	69030	214821	483201	Baseball batter finishing a swing in which he hit a ball.
shared0951_nsd69031.png	69030	214821	485952	A baseball player on the field swigging a bat. 
shared0951_nsd69031.png	69030	214821	825192	A baseball player swings the bat with great effort. 
shared0057_nsd06133.png	6132	1625	438502	A bicycle with a book bag chained to a bike stand.
shared0057_nsd06133.png	6132	1625	439840	A bike is shown hooked up to a rack.
shared0057_nsd06133.png	6132	1625	443494	a white and blue bus and a red bicycle
shared0057_nsd06133.png	6132	1625	446293	A bus driving down a street next to a parked bike.
shared0057_nsd06133.png	6132	1625	448081	A bicycle parked outside on a bicycle ramp. 
shared0032_nsd04613.png	4612	5028	508191	A woman sitting on top of a green couch near a window.
